Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Gender Differences in the Relationship between Interpersonal Trust and Innovative Behavior: The Mediating Effects of Affective Organizational Commitment and Knowledge-Sharing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137488/,"Hao Yuan, Dan Ma",Behav Sci (Basel)2022 May;12(5): 145.Published online 2022 May 14.doi:10.3390/bs12050145,5/14/2022,2022,May,14
Fear of Death in Medical Students from a Peruvian University during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137769/,"Brayan Miranda-Chavez, Cesar Copaja-Corzo, Marco Rivarola-Hidalgo, Álvaro Taype-Rondan",Behav Sci (Basel)2022 May;12(5): 142.Published online 2022 May 13.doi:10.3390/bs12050142,5/13/2022,2022,May,13
Virtual Reality Technology as an Educational and Intervention Tool for Children with Autism Spectrum Disorder: Current Perspectives and Future Directions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137951/,"Minyue Zhang, Hongwei Ding, Meri Naumceska, Yang Zhang",Behav Sci (Basel)2022 May;12(5): 138.Published online 2022 May 10.doi:10.3390/bs12050138,5/10/2022,2022,May,10
"Walking Behavior in Temuco, Chile: The Contribution of Built Environment and Socio-Demographic Factors",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137913/,"Mohammad Paydar, Javier Arangua Calzado, Asal Kamani Fard",Behav Sci (Basel)2022 May;12(5): 133.Published online 2022 May 5.doi:10.3390/bs12050133,5/5/2022,2022,May,5
English-Learning Motivation among Chinese Mature Learners: A Comparative Study of English and Non-English Majors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137596/,"Yu Sun, Timothy Teo, Tzu-Hua Wang",Behav Sci (Basel)2022 May;12(5): 135.Published online 2022 May 5.doi:10.3390/bs12050135,5/5/2022,2022,May,5
Organizational Neuroscience of Industrial Adaptive Behavior,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137780/,"Stephen Fox, Adrian Kotelba",Behav Sci (Basel)2022 May;12(5): 131.Published online 2022 May 3.doi:10.3390/bs12050131,5/3/2022,2022,May,3
"Older Adults and Clutter: Age Differences in Clutter Impact, Psychological Home, and Subjective Well-Being",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137741/,"Helena L. Swanson, Joseph R. Ferrari",Behav Sci (Basel)2022 May;12(5): 132.Published online 2022 May 3.doi:10.3390/bs12050132,5/3/2022,2022,May,3
A Study of Using Metaphoric and Beat Gestures with Motion-Based and Non-Motion-Based Metaphors during Retelling Stories,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137693/,"Omid Khatin-Zadeh, Danyal Farsani, Florencia Reali",Behav Sci (Basel)2022 May;12(5): 129.Published online 2022 Apr 29.doi:10.3390/bs12050129,4/29/2022,2022,Apr,29
Artificial Intelligence Decision-Making Transparency and Employees’ Trust: The Parallel Multiple Mediating Effect of Effectiveness and Discomfort,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138134/,"Liangru Yu, Yi Li",Behav Sci (Basel)2022 May;12(5): 127.Published online 2022 Apr 27.doi:10.3390/bs12050127,4/27/2022,2022,Apr,27
A Textual Analysis for Understanding the Relations and the Identity Construction in Adolescent Oncology Patients: Retrospective Personal Views in Order to Educate Health Professionals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138117/,"Francesca Bomben, Maurizio Mascarin, Giuseppe Maria Milano, Paola Quarello, Marco Spinelli, Assunta Tornesello, Carlo Alfredo Clerici, Federico Mercolini, Domitilla Elena Secco, Maria Antonietta Annunziata, Andrea Ferrari, Marina Bertolotti",Behav Sci (Basel)2022 May;12(5): 120.Published online 2022 Apr 21.doi:10.3390/bs12050120,4/21/2022,2022,Apr,21
Statistical Nonparametric fMRI Maps in the Analysis of Response Inhibition in Abstinent Individuals with History of Alcohol Use Disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137506/,"Ashwini Kumar Pandey, Babak Assai Ardekani, Kelly Nicole-Helen Byrne, Chella Kamarajan, Jian Zhang, Gayathri Pandey, Jacquelyn Leigh Meyers, Sivan Kinreich, David Balin Chorlian, Weipeng Kuang, Arthur T. Stimus, Bernice Porjesz",Behav Sci (Basel)2022 May;12(5): 121.Published online 2022 Apr 21.doi:10.3390/bs12050121,4/21/2022,2022,Apr,21
Can Personalization Persuade? Study of Notification Adaptation in Mobile Behavior Change Intervention Application,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137841/,"Amadej Jankovič, Tine Kolenik, Veljko Pejović",Behav Sci (Basel)2022 May;12(5): 116.Published online 2022 Apr 19.doi:10.3390/bs12050116,4/19/2022,2022,Apr,19
"Adolescents Facing Transmedia Learning: Reflections on What They Can Do, What They Think and What They Feel",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9030466/,"Cinzia Runchina, Fernanda Fauth, Juan González-Martínez",Behav Sci (Basel)2022 Apr;12(4): 112.Published online 2022 Apr 16.doi:10.3390/bs12040112,4/16/2022,2022,Apr,16
Assessing Mental Pain as a Predictive Factor of Suicide Risk in a Clinical Sample of Patients with Psychiatric Disorders,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9025694/,"Marta Ielmini, Giulia Lucca, Eric Trabucchi, Gian Luca Aspesi, Alessandro Bellini, Ivano Caselli, Camilla Callegari",Behav Sci (Basel)2022 Apr;12(4): 111.Published online 2022 Apr 16.doi:10.3390/bs12040111,4/16/2022,2022,Apr,16
Role of COVID-19 Anxiety and Community Risk Factors on Physical Distancing Practice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9024643/,"Hsin-Yi Wang, Cecilia Cheng",Behav Sci (Basel)2022 Apr;12(4): 110.Published online 2022 Apr 16.doi:10.3390/bs12040110,4/16/2022,2022,Apr,16
"Child–Dog Attachment, Emotion Regulation and Psychopathology: The Mediating Role of Positive and Negative Behaviours",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9027944/,"Roxanne D. Hawkins, Charlotte Robinson, Zara P. Brodie",Behav Sci (Basel)2022 Apr;12(4): 109.Published online 2022 Apr 15.doi:10.3390/bs12040109,4/15/2022,2022,Apr,15
Workplace Violence among Healthcare Providers during the COVID-19 Health Emergency: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9026762/,"Othman A. Alfuqaha, Nour M. Albawati, Sakher S. Alhiary, Fadwa N. Alhalaiqa, Moh’d Fayeq F. Haha, Suzan S. Musa, Ohood Shunnar, Yazan AL Thaher",Behav Sci (Basel)2022 Apr;12(4): 106.Published online 2022 Apr 13.doi:10.3390/bs12040106,4/13/2022,2022,Apr,13
"Cluster B versus Cluster C Personality Disorders: A Comparison of Comorbidity, Suicidality, Traumatization and Global Functioning",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031793/,"Laura Y. Massaal-van der Ree, Merijn Eikelenboom, Adriaan W. Hoogendoorn, Kathleen Thomaes, Hein J. F. van Marle",Behav Sci (Basel)2022 Apr;12(4): 105.Published online 2022 Apr 12.doi:10.3390/bs12040105,4/12/2022,2022,Apr,12
Work/Life Relationships and Communication Ethics: An Exploratory Examination,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9024652/,Janie M. Harden Fritz,Behav Sci (Basel)2022 Apr;12(4): 104.Published online 2022 Apr 11.doi:10.3390/bs12040104,4/11/2022,2022,Apr,11
The Impact of Life Trauma on Mental Health and Suicidal Behavior: A Study from Portuguese Language Countries,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031010/,"Mariana Silva, Henrique Pereira",Behav Sci (Basel)2022 Apr;12(4): 102.Published online 2022 Apr 10.doi:10.3390/bs12040102,4/10/2022,2022,Apr,10
Economic and Social Interactions in Business Students during COVID-19 Confinement: Relationship with Sleep Disturbance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9030560/,"Inmaculada Jimeno García, Anne Marie Garvey",Behav Sci (Basel)2022 Apr;12(4): 100.Published online 2022 Apr 9.doi:10.3390/bs12040100,4/9/2022,2022,Apr,9
Understanding Suicide Risk in People with Dementia and Family Caregivers in South Korea: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9027639/,"Jung Won Kong, Ji Young Park",Behav Sci (Basel)2022 Apr;12(4): 97.Published online 2022 Apr 6.doi:10.3390/bs12040097,4/6/2022,2022,Apr,6
Five Years after the Fort McMurray Wildfire: Prevalence and Correlates of Low Resilience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9024963/,"Medard Kofi Adu, Ejemai Eboreime, Reham Shalaby, Adegboyega Sapara, Belinda Agyapong, Gloria Obuobi-Donkor, Wanying Mao, Ernest Owusu, Folajinmi Oluwasina, Hannah Pazderka, Vincent I. O. Agyapong",Behav Sci (Basel)2022 Apr;12(4): 96.Published online 2022 Mar 30.doi:10.3390/bs12040096,3/30/2022,2022,Mar,30
Public Service Motivation and Determining Factors to Attract and Retain Health Professionals in the Public Sector: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9028512/,"Alexandre Fernandes, Gonçalo Santinha, Teresa Forte",Behav Sci (Basel)2022 Apr;12(4): 95.Published online 2022 Mar 29.doi:10.3390/bs12040095,3/29/2022,2022,Mar,29
Determining Perceived Self-Efficacy for Preventing Dengue Fever in Two Climatically Diverse Mexican States: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031455/,"Esther Annan, Aracely Angulo-Molina, Wan Fairos Wan Yaacob, Nolan Kline, Uriel A. Lopez-Lemus, Ubydul Haque",Behav Sci (Basel)2022 Apr;12(4): 94.Published online 2022 Mar 28.doi:10.3390/bs12040094,3/28/2022,2022,Mar,28
Anticipatory Mourning and Narrative Meaning-Making in the Younger Breast Cancer Experience: An Application of the Meaning of Loss Codebook,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9025731/,"Maria Luisa Martino, Daniela Lemmo, Ines Testoni, Erika Iacona, Laura Pizzolato, Maria Francesca Freda, Robert A. Neimeyer",Behav Sci (Basel)2022 Apr;12(4): 93.Published online 2022 Mar 28.doi:10.3390/bs12040093,3/28/2022,2022,Mar,28
Decision-Making under Uncertainty: How Easterners and Westerners Think Differently,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9032756/,"Wei Guo, Xin-Rong Chen, Hu-Chen Liu",Behav Sci (Basel)2022 Apr;12(4): 92.Published online 2022 Mar 25.doi:10.3390/bs12040092,3/25/2022,2022,Mar,25
Predicting Academic Performance: Analysis of Students’ Mental Health Condition from Social Media Interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9027872/,"Md. Saddam Hossain Mukta, Salekul Islam, Swakkhar Shatabda, Mohammed Eunus Ali, Akib Zaman",Behav Sci (Basel)2022 Apr;12(4): 87.Published online 2022 Mar 23.doi:10.3390/bs12040087,3/23/2022,2022,Mar,23
Buffering the Fear of COVID-19: Social Connectedness Mediates the Relationship between Fear of COVID-19 and Psychological Wellbeing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945267/,"Ashley Humphrey, Evita March, Andrew P. Lavender, Kyle J. Miller, Marlies Alvarenga, Christopher Mesagno",Behav Sci (Basel)2022 Mar;12(3): 86.Published online 2022 Mar 21.doi:10.3390/bs12030086,3/21/2022,2022,Mar,21
Return to the New Normal: Empirical Analysis of Changes in E-Consumer Behavior during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945354/,"František Pollák, Peter Markovič, Roman Vavrek, Michal Konečný",Behav Sci (Basel)2022 Mar;12(3): 85.Published online 2022 Mar 18.doi:10.3390/bs12030085,3/18/2022,2022,Mar,18
Effects of Motivational Climate on Knowledge Hiding: The Mediating Role of Work Alienation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945508/,"Soojin Lee, Xinzhu Yang, Jinhee Kim, Gukdo Byun",Behav Sci (Basel)2022 Mar;12(3): 81.Published online 2022 Mar 16.doi:10.3390/bs12030081,3/16/2022,2022,Mar,16
Managing the Consequences of Oncological Major Surgery: A Short- and Medium-Term Skills Assessment Proposal for Patient and Caregiver through M.A.D.I.T. Methodology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945744/,"Gian Piero Turchi, Alessandro Fabbian, Rita Alfieri, Anna Da Roit, Salvatore Marano, Genny Mattara, Pierluigi Pilati, Carlo Castoro, Davide Bassi, Marta Silvia Dalla Riva, Luisa Orrù, Eleonora Pinto",Behav Sci (Basel)2022 Mar;12(3): 77.Published online 2022 Mar 15.doi:10.3390/bs12030077,3/15/2022,2022,Mar,15
The Limits between Schizophrenia and Bipolar Disorder: What Do Magnetic Resonance Findings Tell Us?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8944966/,"Mirona Letitia Dobri, Alexandre Paim Diaz, Sudhakar Selvaraj, Joao Quevedo, Consuelo Walss-Bass, Jair C. Soares, Marsal Sanches",Behav Sci (Basel)2022 Mar;12(3): 78.Published online 2022 Mar 15.doi:10.3390/bs12030078,3/15/2022,2022,Mar,15
Frontline Service Employees’ Profiles: Exploring Individual Differences in Perceptions of and Reactions to Workplace Incivility,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945516/,"Boshra H. Namin, Einar Marnburg, Åse Helene Bakkevig Dagsland",Behav Sci (Basel)2022 Mar;12(3): 76.Published online 2022 Mar 10.doi:10.3390/bs12030076,3/10/2022,2022,Mar,10
"The Place of Gender Stereotypes in the Network of Cognitive Abilities, Self-Perceived Ability and Intrinsic Value of School in School Children Depending on Sex and Preferences in STEM",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8944967/,"Victoria Ismatullina, Timofey Adamovich, Ilya Zakharov, Georgy Vasin, Ivan Voronin",Behav Sci (Basel)2022 Mar;12(3): 75.Published online 2022 Mar 10.doi:10.3390/bs12030075,3/10/2022,2022,Mar,10
Influences of the COVID-19 Pandemic on Intuitive Exercise and Physical Activity among College Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945213/,"Alyssa L. Yon, Justine J. Reel, Lenis P. Chen-Edinboro, Melannie R. Pate, Jessica C. Reich, Linden A. Hillhouse, Rachel Kantor",Behav Sci (Basel)2022 Mar;12(3): 72.Published online 2022 Mar 9.doi:10.3390/bs12030072,3/9/2022,2022,Mar,9
Physical Activity and Depression in Adolescents: Evidence from China Family Panel Studies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945286/,Jiafeng Gu,Behav Sci (Basel)2022 Mar;12(3): 71.Published online 2022 Mar 8.doi:10.3390/bs12030071,3/8/2022,2022,Mar,8
"Sleep, Diet, Physical Activity, and Stress during the COVID-19 Pandemic: A Qualitative Analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945701/,"Kyanna Orr, Zachary Ta, Kimberley Shoaf, Tanya M. Halliday, Selene Tobin, Kelly Glazer Baron",Behav Sci (Basel)2022 Mar;12(3): 66.Published online 2022 Mar 2.doi:10.3390/bs12030066,3/2/2022,2022,Mar,2
"Rumination and Worry Selectively Modulate Total Calorie Consumption within an Online, Nudge Tactic Paradigm",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945422/,"Timothy M. Eschle, Sarah P. Wale, Dane McCarrick",Behav Sci (Basel)2022 Mar;12(3): 67.Published online 2022 Mar 2.doi:10.3390/bs12030067,3/2/2022,2022,Mar,2
Stress and Its Correlates in Migraine-Headache Patients with a Family History of Migraine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945022/,Khalid Al-Quliti,Behav Sci (Basel)2022 Mar;12(3): 65.Published online 2022 Mar 1.doi:10.3390/bs12030065,3/1/2022,2022,Mar,1
"Physical Exercise Ameliorates Anxiety, Depression and Sleep Quality in College Students: Experimental Evidence from Exercise Intensity and Frequency",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8944991/,"Chaoxin Ji, Jun Yang, Lin Lin, Song Chen",Behav Sci (Basel)2022 Mar;12(3): 61.Published online 2022 Feb 25.doi:10.3390/bs12030061,2/25/2022,2022,Feb,25
"Multi-Informant Assessment of Adolescents’ Social–Emotional Skills: Patterns of Agreement and Discrepancy among Teachers, Parents, and Students",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8944948/,"María J. Mudarra, Beatriz Álvarez-González, Berta García-Salguero, Stephen N. Elliott",Behav Sci (Basel)2022 Mar;12(3): 62.Published online 2022 Feb 25.doi:10.3390/bs12030062,2/25/2022,2022,Feb,25
Americans’ Perspectives on Online Media Warning Labels,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8945542/,"Jeremy Straub, Matthew Spradling",Behav Sci (Basel)2022 Mar;12(3): 59.Published online 2022 Feb 23.doi:10.3390/bs12030059,2/23/2022,2022,Feb,23
Why and When Do Employees Hide Their Knowledge?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869676/,"Jovi Sulistiawan, Massoud Moslehpour, Fransisca Diana, Pei-Kuan Lin",Behav Sci (Basel)2022 Feb;12(2): 56.Published online 2022 Feb 21.doi:10.3390/bs12020056,2/21/2022,2022,Feb,21
Accessing Neuromarketing Scientific Performance: Research Gaps and Emerging Topics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8868783/,"Lucília Cardoso, Meng-Mei Chen, Arthur Araújo, Giovana Goretti Feijó de Almeida, Francisco Dias, Luiz Moutinho",Behav Sci (Basel)2022 Feb;12(2): 55.Published online 2022 Feb 21.doi:10.3390/bs12020055,2/21/2022,2022,Feb,21
"Evidence of Anxiety, Depression and Learning Impairments following Prenatal Hypertension",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869594/,"Kedra Wallace, Teylor Bowles, Ashley Griffin, Reanna Robinson, Lucia Solis, Teryn Railey, James P. Shaffery, Sarah Araji, Shauna-Kay Spencer",Behav Sci (Basel)2022 Feb;12(2): 53.Published online 2022 Feb 18.doi:10.3390/bs12020053,2/18/2022,2022,Feb,18
Relationship between Mental Disorders and Optimism in a Community-Based Sample of Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869756/,"Ece Elif Öcal, Zeynep Demirtaş, Burcu Işıktekin Atalay, Muhammed Fatih Önsüz, Burhanettin Işıklı, Selma Metintaş, Çınar Yenilmez",Behav Sci (Basel)2022 Feb;12(2): 52.Published online 2022 Feb 17.doi:10.3390/bs12020052,2/17/2022,2022,Feb,17
Factors Affecting the Repurchase Intention of Organic Tea among Millennial Consumers: An Empirical Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869451/,"Huawei Tian, Abu Bakkar Siddik, Mohammad Masukujjaman",Behav Sci (Basel)2022 Feb;12(2): 50.Published online 2022 Feb 16.doi:10.3390/bs12020050,2/16/2022,2022,Feb,16
Cerebral Blood Flow and Brain Functional Connectivity Changes in Older Adults Participating in a Mindfulness-Based Stress Reduction Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869750/,"Aleeze Sattar Moss, Diane K. Reibel, Nancy Wintering, Faezeh Vedaei, Hannah Porter, Mohsen Khosravi, Justin Heholt, Mahdi Alizadeh, Feroze B. Mohamed, Andrew B. Newberg",Behav Sci (Basel)2022 Feb;12(2): 48.Published online 2022 Feb 14.doi:10.3390/bs12020048,2/14/2022,2022,Feb,14
“The Best Laid Plans”: Do Individual Differences in Planfulness Moderate Effects of Implementation Intention Interventions?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869571/,"Sabryna V. Sas, Kyra Hamilton, Martin S. Hagger",Behav Sci (Basel)2022 Feb;12(2): 47.Published online 2022 Feb 14.doi:10.3390/bs12020047,2/14/2022,2022,Feb,14
Developing an Open Innovation Attitude Assessment Framework for Organizations: Focusing on Open Innovation Role Perspective and Locus of Activity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869447/,"YoungPyo Jun, Kilsun Kim",Behav Sci (Basel)2022 Feb;12(2): 46.Published online 2022 Feb 11.doi:10.3390/bs12020046,2/11/2022,2022,Feb,11
Spotlight on Maternal Perceptions of Child Behavior: A Daily Diary Study with Child Welfare-Involved Mothers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8868821/,"Christina M. Rodriguez, Paul J. Silvia",Behav Sci (Basel)2022 Feb;12(2): 44.Published online 2022 Feb 11.doi:10.3390/bs12020044,2/11/2022,2022,Feb,11
A Behavioral Strategy to Nudge Young Adults to Adopt In-Person Counseling: Gamification,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869444/,"Shengen Piao, Jaewoo Joo",Behav Sci (Basel)2022 Feb;12(2): 40.Published online 2022 Feb 7.doi:10.3390/bs12020040,2/7/2022,2022,Feb,7
"Effects of Transcranial Direct Current Stimulation on Brain Electrical Activity, Heart Rate Variability, and Dual-Task Performance in Healthy and Fibromyalgia Women: A Study Protocol",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869695/,"Mari Carmen Gomez-Alvaro, Santos Villafaina, Juan Luis Leon-Llamas, Alvaro Murillo-Garcia, María Melo-Alonso, Jesús Sánchez-Gómez, Pablo Molero, Ricardo Cano-Plasencia, Narcis Gusi",Behav Sci (Basel)2022 Feb;12(2): 37.Published online 2022 Feb 4.doi:10.3390/bs12020037,2/4/2022,2022,Feb,4
